TheRowsAre,Legend,Cusparse,Global,Shared,MySparse
Bandwidth,Rows,Columns,NonZeros
0.135280,1282,1282,15963
1.182444,1282,1282,15963
1.484930,1282,1282,15963
0.783460,1282,1282,15963
