TheRowsAre,Legend,Cusparse,Global,Shared,MySparse
Bandwidth,Rows,Columns,NonZeros
832.696145,10974,10974,219812
5601.333767,10974,10974,219812
6380.327197,10974,10974,219812
1491.376859,10974,10974,219812
