TheRowsAre,Legend,Cusparse,Global,Shared,MySparse
Bandwidth,Rows,Columns,NonZeros
756.609557,11445,11445,93781
6022.437907,11445,11445,93781
6632.305261,11445,11445,93781
1541.035594,11445,11445,93781
