TheRowsAre,Legend,Cusparse,Global,Shared,MySparse
Bandwidth,Rows,Columns,NonZeros
5.023852,1388,390,11816
39.368727,1388,390,11816
48.117333,1388,390,11816
28.490528,1388,390,11816
