TheRowsAre,Legend,Cusparse,Global,Shared,MySparse
Bandwidth,Rows,Columns,NonZeros
0.382993,1138,1138,2596
87.799591,1138,1138,2596
116.408448,1138,1138,2596
63.560440,1138,1138,2596

