TheRowsAre,Legend,Cusparse,Global,Shared,MySparse
Bandwidth,Rows,Columns,NonZeros
3.682587,30237,30237,740200
25.091525,30237,30237,740200
21.377616,30237,30237,740200
3.364545,30237,30237,740200
